# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 4349020     
# File Date: 06/01/2026 18:30:14
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by https://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS	Extended Strong Numbers
#	WORD	Hebrew form	based on BDB, then normalised
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Part of speech / grammer
#	DEF		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
6439I		פְּנוּאֵל	pe.nu.el	Penuel	N:N-M-P	A man of the tribe of Benjamin living at the time of Divided Monarchy, only mentioned at 1Ch.8.25; son of: Shashak (<a href='/Strongs/strongs-h8349' onclick='return ABMM("/Strongs","/strongs-h8349");'>h8349</a>); brother of: Ishpan (<a href='/Strongs/strongs-h3473' onclick='return ABMM("/Strongs","/strongs-h3473");'>h3473</a>), Eber (<a href='/Strongs/strongs-h5677J' onclick='return ABMM("/Strongs","/strongs-h5677J");'>h5677J</a>), Eliel (<a href='/Strongs/strongs-h447I' onclick='return ABMM("/Strongs","/strongs-h447I");'>h447I</a>), Abdon (<a href='/Strongs/strongs-h5658I' onclick='return ABMM("/Strongs","/strongs-h5658I");'>h5658I</a>), Zichri (<a href='/Strongs/strongs-h2147I' onclick='return ABMM("/Strongs","/strongs-h2147I");'>h2147I</a>), Hanan (<a href='/Strongs/strongs-h2605' onclick='return ABMM("/Strongs","/strongs-h2605");'>h2605</a>), Hananiah (<a href='/Strongs/strongs-h2608O' onclick='return ABMM("/Strongs","/strongs-h2608O");'>h2608O</a>), Elam (<a href='/Strongs/strongs-h5867' onclick='return ABMM("/Strongs","/strongs-h5867");'>h5867</a>), Anthothijah (<a href='/Strongs/strongs-h6070' onclick='return ABMM("/Strongs","/strongs-h6070");'>h6070</a>) and Iphdeiah (<a href='/Strongs/strongs-h3301' onclick='return ABMM("/Strongs","/strongs-h3301");'>h3301</a>) § Penuel or Peniel = "facing God" 1) a Benjamite, son of Shashak, brother of Iphedeiah of the family of Saul 2) son of Hur, father of Gedor, and a descendant of Judah 3) the place named by Jacob when he wrestled with God and located on the north bank of the Jabbok close to the Jordan
6440G	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: before	H:N-M	before/to/front face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440H		פָּנֶה	pa.neh	face	H:N-M	face face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440I	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: because	H:N-M	because face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440J	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: surface	H:N-M	surface/land face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440K	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: east	H:N-M	east face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440L	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face of	H:N-M	(PERSON_eg_'his_face'='him')[face] face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440M	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: angry	H:N-M	angry/(fallen)face face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6440N	a Meaning of <a href='/Strongs/strongs-h6440H' onclick='return ABMM("/Strongs","/strongs-h6440H");'>h6440H</a>	פָּנֶה	pa.neh	face: kindness	H:N-M	kindness/honour/favour/lift(head/face) face 1a) face, faces 1b) presence, person 1c) face (of seraphim or cherubim) 1d) face (of animals) 1e) face, surface (of ground) 1f) as adv of loc/temp 1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before 1g) with prep 1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of
6441		פְּנִ֫ימָה	pe.ni.mah	within	H:Prep	toward the inside, within, faceward
6442		פְּנִימִי	pe.ni.mi	inner	H:A	inner
6443		פְּנִינִים	pa.nin	jewel	H:N-M	 a precious stone 1a) perhaps corals, rubies, jewels
6444		פְּנִנָּה	pe.nin.nah	Peninnah	N:N-F-P	A woman living at the time of United Monarchy, first mentioned at 1Sa.1.2; married to Elkanah (<a href='/Strongs/strongs-h511H' onclick='return ABMM("/Strongs","/strongs-h511H");'>h511H</a>) § Peninnah = "jewel" the other wife of Elkanah besides Hannah
6445		פָּנַק	pa.naq	to pamper	H:V	(Piel) to indulge, pamper, bring up, treat delicately
6446		פַּס	pas	long-sleeved	H:N-M	 flat (of the hand or foot), palm, sole 1a) of the tunic reaching to palms and soles (fig.)
6447		פַּס	pas	palm	A:N-M	palm of the hand
6448		פָּסַג	pa.sag	to go through	H:V	 (Piel) to pass between or within 1a) meaning uncertain
6449		פִּסְגָּה	pis.gah	Pisgah	N:N--L	§ Pisgah = "cleft" mountain in Moab on the northeast shore of the Dead Sea; site uncertain
6450	a Name of <a href='/Strongs/strongs-h658' onclick='return ABMM("/Strongs","/strongs-h658");'>h658</a>	פַּס דַּמִּים	pas dam.mim	Pas-dammim	N:N--L	Pas-dammim = "boundary of blood" a place in western Judah Another name of <i>e.phes dam.mim</i> (אֶ֫פֶס דַּמִּים "Ephes-dammim" <a href='/Strongs/strongs-h658' onclick='return ABMM("/Strongs","/strongs-h658");'>h658</a>)
6451		פִּסָּה	pis.sah	abundance	H:N-F	 abundance, fulness, plenty 1a) meaning uncertain
6452A		פָּסַח	pa.sach	to pass	H:V	 to pass over, spring over 1a) (Qal) to pass over 1b) (Piel) to skip, pass over
6452B		פָּסַח	pa.sach	to limp	H:V	 to limp 1a) (Qal) to limp 1b) (Niphal) to be lame 1c) (Piel) to limp
6453		פֶּ֫סַח	pe.sach	Passover	H:N-M	Passover, 1a) sacrifice of passover 1b) animal victim of the passover 1c) festival of the passover Also named: <i>pascha</i> (πάσχα "Passover lamb" <a href='/Strongs/strongs-g3957' onclick='return ABMM("/Strongs","/strongs-g3957");'>g3957</a>)
6454G		פָּסֵחַ	pa.se.ach	Paseah	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.4.12; son of: Eshton (<a href='/Strongs/strongs-h850' onclick='return ABMM("/Strongs","/strongs-h850");'>h850</a>); brother of: Beth-rapha (<a href='/Strongs/strongs-h1051' onclick='return ABMM("/Strongs","/strongs-h1051");'>h1051</a>), Tehinnah (<a href='/Strongs/strongs-h8468' onclick='return ABMM("/Strongs","/strongs-h8468");'>h8468</a>) § Paseah or Phaseah = "limper" 1) son of Eshton of the tribe of Judah 2) ancestor of a family of temple slaves who returned from exile with Zerubbabel 3) father of Jehoiada, one who helped repair the wall of Jerusalem in the time of Nehemiah
6454H		פָּסֵחַ	pa.se.ach	Paseah	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Ezr.2.49 § Paseah or Phaseah = "limper" 1) son of Eshton of the tribe of Judah 2) ancestor of a family of temple slaves who returned from exile with Zerubbabel 3) father of Jehoiada, one who helped repair the wall of Jerusalem in the time of Nehemiah
6454I		פָּסֵחַ	pa.se.ach	Paseah	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.3.6; father of: Joiada (<a href='/Strongs/strongs-h3111' onclick='return ABMM("/Strongs","/strongs-h3111");'>h3111</a>) § Paseah or Phaseah = "limper" 1) son of Eshton of the tribe of Judah 2) ancestor of a family of temple slaves who returned from exile with Zerubbabel 3) father of Jehoiada, one who helped repair the wall of Jerusalem in the time of Nehemiah
6455		פִּסֵּחַ	pis.se.ach	lame	H:A	lame
6456	a Spelling of <a href='/Strongs/strongs-h6459' onclick='return ABMM("/Strongs","/strongs-h6459");'>h6459</a>	פָּסִיל	pe.sil	idol	H:N-M	image, idol, graven image Another spelling of <i>pe.sel</i> (פֶּ֫סֶל "idol" <a href='/Strongs/strongs-h6459' onclick='return ABMM("/Strongs","/strongs-h6459");'>h6459</a>)
6457		פָּסַךְ	pa.sakh	Pasach	N:N-M-P	A man of the tribe of Asher living before Israel's Monarchy, only mentioned at 1Ch.7.33; son of: Japhlet (<a href='/Strongs/strongs-h3310' onclick='return ABMM("/Strongs","/strongs-h3310");'>h3310</a>); brother of: Bimhal (<a href='/Strongs/strongs-h1118' onclick='return ABMM("/Strongs","/strongs-h1118");'>h1118</a>) and Ashvath (<a href='/Strongs/strongs-h6220' onclick='return ABMM("/Strongs","/strongs-h6220");'>h6220</a>) § Pasach = "cut off" son of Japhlet of the tribe of Asher
6458		פָּסַל	pa.sal	to hew	H:V	 to cut, hew, hew into shape 1a) (Qal) to hew, hew out, quarry
6459		פֶּ֫סֶל	pe.sel	idol	H:N-M	idol, image Also means: <i>pe.sil</i> (פָּסִיל "idol" <a href='/Strongs/strongs-h6456' onclick='return ABMM("/Strongs","/strongs-h6456");'>h6456</a>)
6460		פְּסַנְטֵרִין	pe.san.te.rin	psaltery	A:N-M	 a stringed instrument (triangular) 1a) perhaps a lyre or a harp
6461		פָּסַס	pa.sas	to disappear	H:V	 to disappear, vanish, cease, fail 1a) (Qal) to vanish
6462		פִּסְפָּה	pis.pah	Pispa	N:N-M-P	A man of the tribe of Asher living at the time of Divided Monarchy, only mentioned at 1Ch.7.38; son of: Ithran (<a href='/Strongs/strongs-h3506H' onclick='return ABMM("/Strongs","/strongs-h3506H");'>h3506H</a>); brother of: Jephunneh (<a href='/Strongs/strongs-h3312H' onclick='return ABMM("/Strongs","/strongs-h3312H");'>h3312H</a>) and Ara (<a href='/Strongs/strongs-h690' onclick='return ABMM("/Strongs","/strongs-h690");'>h690</a>) § Pispah = "disappearance" a son of Jether from the tribe of Asher
6463		פָּעָה	pa.ah	to groan	H:V	(Qal) to groan, cry out, scream
6464		פָּ֑עוּ	pa.u	Pau	N:N--L	§ Pai or Pau = "bleating" the capital of king Hadar of Edom; site uncertain
6465		פְּעוֹר	pe.or	Peor	N:N--L	§ Peor = "cleft" a mountain peak in Moab belonging to the Abarim range and near Pisgah
6466		פָּעַל	pa.al	to work	H:V	 to do, make 1a) (Qal) 1a1) to do 1a2) to make
6467		פֹּ֫עַל	po.al	work	H:N-M	 work, deed, doing 1a) deed, thing done 1b) work, thing made 1c) wages of work 1d) acquisition (of treasure)
6468		פְּעֻלָּה	pe.ul.lah	wages	H:N-F	 work, recompense, reward 1a) work 1b) wages
6469		פְּעֻלְּתַי	pe.ul.l.tay	Peullethai	N:N-M-P	A man of the tribe of Levi living at the time of United Monarchy, only mentioned at 1Ch.26.5; son of: Obed-edom (<a href='/Strongs/strongs-h5654' onclick='return ABMM("/Strongs","/strongs-h5654");'>h5654</a>); brother of: Shemaiah (<a href='/Strongs/strongs-h8098I' onclick='return ABMM("/Strongs","/strongs-h8098I");'>h8098I</a>), Jehozabad (<a href='/Strongs/strongs-h3075H' onclick='return ABMM("/Strongs","/strongs-h3075H");'>h3075H</a>), Joah (<a href='/Strongs/strongs-h3098I' onclick='return ABMM("/Strongs","/strongs-h3098I");'>h3098I</a>), Sachar (<a href='/Strongs/strongs-h7940' onclick='return ABMM("/Strongs","/strongs-h7940");'>h7940</a>), Nethanel (<a href='/Strongs/strongs-h5417K' onclick='return ABMM("/Strongs","/strongs-h5417K");'>h5417K</a>), Issachar (<a href='/Strongs/strongs-h3485H' onclick='return ABMM("/Strongs","/strongs-h3485H");'>h3485H</a>) and Ammiel (<a href='/Strongs/strongs-h5988I' onclick='return ABMM("/Strongs","/strongs-h5988I");'>h5988I</a>) § Peulthai = "work" a Levite gatekeeper, the 8th son of Obed-edom; also 'Peullethai'
6470		פָּעַם	pa.am	to trouble	H:V	 to thrust, impel, push, beat persistently 1a) (Qal) to impel 1b) (Niphal) to be beaten, be disturbed 1c) (Hithpael) to be disturbed
6471		פַּ֫עַם	pa.am	beat	H:N-F	 stroke, beat, foot, step, anvil, occurrence 1a) foot, hoof-beat, footfall, footstep 1b) anvil 1c) occurrence, time, stroke, beat 1c1) one time, once, twice, thrice, as time on time, at this repetition, this once, now at length, now.now, at one time.at another
6472		פַּעֲמֹן	pa.a.mon	bell	H:N-M	 bell 1a) on high priest's robe
6473		פָּעַר	pa.ar	to open	H:V	 to open wide, gape 1a) (Qal) to gape
6474		פַּעֲרַי	pa.a.ray	Paarai	N:N-M-P	A man living at the time of United Monarchy, only mentioned at 2Sa.23.35 § Paarai = "gaping" the Arbite, son of Ezbai and one of David's mighty warriors
6475		פָּצָה	pa.tsah	to open	H:V	 to part, open, separate, set free 1a) (Qal) 1a1) to open (mouth), utter 1a2) to snatch away, set free
6476		פָּצַח	pa.tsach	to break out	H:V	 to cause to break or burst forth, break forth with, break out 1a) (Qal) to break out, break forthwith 1b) (Piel) to break up
6477		פְּצִירָה	pe.tsi.rah	bluntness	H:N-F	 price, charge 1a) meaning uncertain 1b) perhaps (CLBL) sharpening or (BDB) bluntness
6478		פָּצַל	pa.tsal	to peel	H:V	(Piel) to peel
6479		פִּצְלָה	pe.tsa.lah	stripe	H:N-F	stripe, peeled spot or stripe or strip
6480		פָּצַם	pa.tsam	to split open	H:V	 to split or break open 1a) (Qal) to crack
6481		פָּצַע	pa.tsa	to wound	H:V	 to bruise, wound, wound by bruising 1a) (Qal) to wound by crushing
6482		פֶּ֫צַע	pe.tsa	wound	H:N-M	bruise, wound
6483		פִּצֵּץ	pits.tsets	Happizzez	N:N-M-P	A man living at the time of Divided Monarchy, only mentioned at 1Ch.24.15 § Aphses = "to break" a priest, chief of the 18th course in the service of the temple in the time of David
6484		פָּצַר	pa.tsar	to press	H:V	 to press, push 1a) (Qal) to push, press 1b) (Hiphil) be insolent, display pushing (arrogance, presumption)
6485A		פָּקַד	pa.qad	to reckon: list	H:V	list/count to attend to, muster, number, reckon, visit, punish, appoint, look after, care for 1a) (Qal) 1a1) to pay attention to, observe 1a2) to attend to 1a3) to seek, look about for 1a4) to seek in vain, need, miss, lack 1a5) to visit 1a6) to visit upon, punish 1a7) to pass in review, muster, number 1a8) to appoint, assign, lay upon as a charge, deposit 1b) (Niphal) 1b1) to be sought, be needed, be missed, be lacking 1b2) to be visited 1b3) to be visited upon 1b4) to be appointed 1b5) to be watched over 1c) (Piel) to muster, call up 1d) (Pual) to be passed in review, be caused to miss, be called, be called to account 1e) (Hiphil) 1e1) to set over, make overseer, appoint an overseer 1e2) to commit, entrust, commit for care, deposit 1f) (Hophal) 1f1) to be visited 1f2) to be deposited 1f3) to be made overseer, be entrusted 1g) (Hithpael) numbered 1h) (Hothpael) numbered
6485B		פְּקוּדִים	pe.qu.dim	reckoning	H:N-M	musterings, expenses
6485H	a Meaning of <a href='/Strongs/strongs-h6485A' onclick='return ABMM("/Strongs","/strongs-h6485A");'>h6485A</a>	פָּקַד	pa.qad	to reckon: punish	H:V	punish to attend to, muster, number, reckon, visit, punish, appoint, look after, care for 1a) (Qal) 1a1) to pay attention to, observe 1a2) to attend to 1a3) to seek, look about for 1a4) to seek in vain, need, miss, lack 1a5) to visit 1a6) to visit upon, punish 1a7) to pass in review, muster, number 1a8) to appoint, assign, lay upon as a charge, deposit 1b) (Niphal) 1b1) to be sought, be needed, be missed, be lacking 1b2) to be visited 1b3) to be visited upon 1b4) to be appointed 1b5) to be watched over 1c) (Piel) to muster, call up 1d) (Pual) to be passed in review, be caused to miss, be called, be called to account 1e) (Hiphil) 1e1) to set over, make overseer, appoint an overseer 1e2) to commit, entrust, commit for care, deposit 1f) (Hophal) 1f1) to be visited 1f2) to be deposited 1f3) to be made overseer, be entrusted 1g) (Hithpael) numbered 1h) (Hothpael) numbered
6485I	a Meaning of <a href='/Strongs/strongs-h6485A' onclick='return ABMM("/Strongs","/strongs-h6485A");'>h6485A</a>	פָּקַד	pa.qad	to reckon: visit	H:V	visit/inspect to attend to, muster, number, reckon, visit, punish, appoint, look after, care for 1a) (Qal) 1a1) to pay attention to, observe 1a2) to attend to 1a3) to seek, look about for 1a4) to seek in vain, need, miss, lack 1a5) to visit 1a6) to visit upon, punish 1a7) to pass in review, muster, number 1a8) to appoint, assign, lay upon as a charge, deposit 1b) (Niphal) 1b1) to be sought, be needed, be missed, be lacking 1b2) to be visited 1b3) to be visited upon 1b4) to be appointed 1b5) to be watched over 1c) (Piel) to muster, call up 1d) (Pual) to be passed in review, be caused to miss, be called, be called to account 1e) (Hiphil) 1e1) to set over, make overseer, appoint an overseer 1e2) to commit, entrust, commit for care, deposit 1f) (Hophal) 1f1) to be visited 1f2) to be deposited 1f3) to be made overseer, be entrusted 1g) (Hithpael) numbered 1h) (Hothpael) numbered
6485J	a Meaning of <a href='/Strongs/strongs-h6485A' onclick='return ABMM("/Strongs","/strongs-h6485A");'>h6485A</a>	פָּקַד	pa.qad	to reckon: overseer	H:V	overseer/appoint to attend to, muster, number, reckon, visit, punish, appoint, look after, care for 1a) (Qal) 1a1) to pay attention to, observe 1a2) to attend to 1a3) to seek, look about for 1a4) to seek in vain, need, miss, lack 1a5) to visit 1a6) to visit upon, punish 1a7) to pass in review, muster, number 1a8) to appoint, assign, lay upon as a charge, deposit 1b) (Niphal) 1b1) to be sought, be needed, be missed, be lacking 1b2) to be visited 1b3) to be visited upon 1b4) to be appointed 1b5) to be watched over 1c) (Piel) to muster, call up 1d) (Pual) to be passed in review, be caused to miss, be called, be called to account 1e) (Hiphil) 1e1) to set over, make overseer, appoint an overseer 1e2) to commit, entrust, commit for care, deposit 1f) (Hophal) 1f1) to be visited 1f2) to be deposited 1f3) to be made overseer, be entrusted 1g) (Hithpael) numbered 1h) (Hothpael) numbered
6485K	a Meaning of <a href='/Strongs/strongs-h6485A' onclick='return ABMM("/Strongs","/strongs-h6485A");'>h6485A</a>	פָּקַד	pa.qad	to reckon: missing	H:V	missing/empty to attend to, muster, number, reckon, visit, punish, appoint, look after, care for 1a) (Qal) 1a1) to pay attention to, observe 1a2) to attend to 1a3) to seek, look about for 1a4) to seek in vain, need, miss, lack 1a5) to visit 1a6) to visit upon, punish 1a7) to pass in review, muster, number 1a8) to appoint, assign, lay upon as a charge, deposit 1b) (Niphal) 1b1) to be sought, be needed, be missed, be lacking 1b2) to be visited 1b3) to be visited upon 1b4) to be appointed 1b5) to be watched over 1c) (Piel) to muster, call up 1d) (Pual) to be passed in review, be caused to miss, be called, be called to account 1e) (Hiphil) 1e1) to set over, make overseer, appoint an overseer 1e2) to commit, entrust, commit for care, deposit 1f) (Hophal) 1f1) to be visited 1f2) to be deposited 1f3) to be made overseer, be entrusted 1g) (Hithpael) numbered 1h) (Hothpael) numbered
